PG.ProteinGroups,PG.Genes,PG.Organisms,[1] oecf4_20240822_Exp61_LTED_DMSO_rep1_full.raw.PG.Quantity,[2] oecf4_20240822_Exp61_LTED_DMSO_rep2_full.raw.PG.Quantity,[3] oecf4_20240822_Exp61_LTED_DMSO_rep3_full.raw.PG.Quantity,[4] oecf4_20240822_Exp61_LTED_inh_rep1_full.raw.PG.Quantity,[5] oecf4_20240822_Exp61_LTED_inh_rep2_full.raw.PG.Quantity,[6] oecf4_20240822_Exp61_LTED_inh_rep3_full.raw.PG.Quantity,[7] oecf4_20240822_Exp61_TAMR_DMSO_rep1_full.raw.PG.Quantity,[8] oecf4_20240822_Exp61_TAMR_DMSO_rep2_full.raw.PG.Quantity,[9] oecf4_20240822_Exp61_TAMR_DMSO_rep3_full.raw.PG.Quantity,[10] oecf4_20240822_Exp61_TAMR_inh_rep1_full.raw.PG.Quantity,[11] oecf4_20240822_Exp61_TAMR_inh_rep2_full.raw.PG.Quantity,[12] oecf4_20240822_Exp61_TAMR_inh_rep3_full.raw.PG.Quantity,[13] oecf4_20240822_Exp61_WT_DMSO_rep1_full.raw.PG.Quantity,[14] oecf4_20240822_Exp61_WT_DMSO_rep2_full.raw.PG.Quantity,[15] oecf4_20240822_Exp61_WT_DMSO_rep3_full.raw.PG.Quantity,[16] oecf4_20240822_Exp61_WT_inh_rep1_full.raw.PG.Quantity,[17] oecf4_20240822_Exp61_WT_inh_rep2_full.raw.PG.Quantity,[18] oecf4_20240822_Exp61_WT_inh_rep3_full.raw.PG.Quantity
O00170,AIP,Homo sapiens,1129040,1162640.5,1102239.75,961086.3125,1222933.125,793163.1875,1034489,902549.5625,1114649,1004365,997614.6875,1372251.375,1424377.75,992470,908301.625,1390735.875,989598.125,866937.1875
O00178,GTPBP1,Homo sapiens,8219108.5,9179413,7461413,7934360.5,9060943,5974607,8482815,7883642,7773230,7665828.5,8101134.5,9857987,12938266,9443635,8744103,12554137,11281152,8676209
O00180,KCNK1,Homo sapiens,339328.03125,450791.21875,NaN,384501.09375,546728.5625,333704.9375,NaN,NaN,NaN,NaN,NaN,NaN,584392.3125,561406.0625,441498.5,977188.375,605975.4375,657151.3125
O00186,STXBP3,Homo sapiens,1405754.125,1437116.125,977746.375,1260916.75,1537231,827103.5625,1089994.125,1055721.5,966329.5625,1029935.4375,1202109.625,1438652.375,1622982.875,1228247.625,1185715.625,1557971,1281551.5,1063871
O00189,AP4M1,Homo sapiens,584858.375,625791.125,427591.28125,633179,654592.375,431929.84375,344218.4375,294621.59375,342959.4375,282140.75,281903.375,400498.4375,536132,464169.25,404172.28125,568307.5625,496006.5,396304.40625
O00192,ARVCF,Homo sapiens,170135.953125,183754.28125,158967.65625,163251.203125,209680.4375,156039.390625,52447.16015625,54709.8203125,65352.7421875,59530.41015625,48180.09765625,90605.578125,99276.5234375,83217.9375,58251.4375,111468.4453125,93500.53125,80888.390625
O00193,SMAP,Homo sapiens,371307.9375,434577.71875,168839.59375,511787.75,401373.28125,220228.234375,536974.125,515203.375,414275.90625,532755.0625,513033.8125,437592.625,486517.21875,308099.75,390940.125,610445.375,428320.5625,359658.90625
O00194,RAB27B,Homo sapiens,740893.3125,836786,409128.34375,817190.375,1031325.4375,469527.625,1219731,1201669.25,1337069,1232671,1245851,1608028.5,686277.0625,519456.15625,522532.09375,675603.8125,650551,517538.25
O00203,AP3B1,Homo sapiens,6333148.5,6357358,5065709.5,5901552,7329069.5,4322145.5,4857710,4270533.5,4948542.5,4518115,4726093,6540710,8898173,6936880.5,6285304.5,8706456,7534128,6223810.5
O00204,SULT2B1,Homo sapiens,5443292,5635438.5,4846421.5,5039976,6324647.5,4088075,4993300.5,5003821,5751769.5,5082210,5288412,6965507.5,10516657,8444003,7319436.5,9665481,8736579,7665241
O00212,RHOD,Homo sapiens,252433.578125,269020.53125,307889.59375,266574.75,286811.0625,233084.015625,208182.96875,222372.5,132575.859375,169430.9375,197363.828125,233731.53125,1759904.5,1372800.75,1462568.5,1654077.125,1415454.875,1212737
O00214,LGALS8,Homo sapiens,213864.5625,177696.46875,131821.328125,178305.421875,189279.703125,196081.515625,344612.21875,329720.75,284121.5625,323861.4375,324436.78125,334748.71875,376551.875,270898.15625,253551.609375,297214.90625,274982.53125,267552.09375
O00217,NDUFS8,Homo sapiens,1859137.125,1521828.75,919512,1591199.875,2145608,1156355.5,1261481.875,1096424.875,2552190.25,1293052.375,1074310.375,2487944,3204418,1829207.875,887847.8125,3091950.75,2008018.625,1218523.875
O00220,TNFRSF10A,Homo sapiens,132331.828125,166165.703125,112337.765625,128570.5390625,163094.703125,104778.9765625,132195.71875,99810.7421875,131877.390625,164607.03125,149217.28125,163422.875,180714.34375,124495.296875,124516.8828125,156272.640625,155450.84375,131533.5
O00221,NFKBIE,Homo sapiens,63550.8671875,64671.234375,165240.34375,35581.609375,88099.2734375,58926.359375,88989.03125,101561.8359375,195556.375,77505.484375,NaN,164322.5625,129755.4921875,59543.13671875,32154.03515625,85959.5390625,57831.48828125,51085.4453125
O00231,PSMD11,Homo sapiens,12197425,11781783,9866992,11266435,13655602,8906983,9126690,7370902,9005402,8485495,8447621,11744992,12775678,9394209,7686526,12565604,9593496,7349678
O00232,PSMD12,Homo sapiens,7188946,7343123.5,5921379,6719875.5,8453011,4121831.25,5770388.5,5202556.5,5851556.5,5512346.5,5811887.5,7557475,7620205,5764584,5056779,7691810,6386919.5,4936446
O00233,PSMD9,Homo sapiens,2022329.875,2510860.5,2068044.625,2443594.25,2824960.75,2129258.5,1599085.25,1511142.625,1554582.25,1833366.375,2006660.75,2008550.375,2208566.75,1629118.75,1723803.625,2286795.25,2014183.5,1406719.125
O00244,ATOX1,Homo sapiens,417750.9375,509316.84375,346510.09375,389599.5625,554603.25,264209.9375,388045.0625,273380.5,411590.09375,251061.578125,330671.34375,671970.0625,333854.84375,234551.0625,168544.40625,372310.90625,289333.59375,201296.71875
O00255,MEN1,Homo sapiens,361490.46875,378740.9375,401471.21875,347955.4375,446461.9375,339405.375,360514,415222.03125,425417.25,355146.84375,385574.09375,556272.625,484591.90625,367122.4375,375899.84375,400416.21875,401784.0625,392651.6875
O00257,CBX4,Homo sapiens,397454.3125,465216.75,434278.28125,402179.59375,520287.90625,403125.15625,290763.375,353033.15625,336649.90625,286191,319508.90625,363586.84375,422454.46875,315396,339777.8125,382161.15625,355381.6875,281287.34375
O00258,GET1,Homo sapiens,899858.3125,892337.8125,719635.4375,871543.75,1153583.25,361744.75,914507.1875,733979.9375,884785.4375,770070.0625,844214.1875,1312335.875,1146930,668998.9375,508377.21875,1064671,765596.6875,469927.09375
O00264,PGRMC1,Homo sapiens,2495104.25,1883816.5,4292178,2291402.25,3070707.25,2324130.75,1799200.125,1313568.375,3627331.5,2153546.75,1381438.375,3555162.25,3608160.25,1718482.375,989415.75,2956645,2146433.25,1468052.75
O00267,SUPT5H,Homo sapiens,974752.6875,988657,808015.6875,926695.6875,1104119.375,736835.5,782402.5,764177.9375,818857.125,752702.4375,815552.9375,1015064.6875,1254974.375,909873.5,883222.375,1189278.25,1014443.1875,765323.625
O00268,TAF4,Homo sapiens,189826.671875,209685.953125,150048.625,182575.859375,184324.53125,152997.21875,229896.984375,212270.921875,190743.453125,238373.640625,241223.703125,268359.9375,298968.0625,252094.890625,234316.546875,294021.5,268052.6875,199547.078125
O00273,DFFA,Homo sapiens,969050.4375,997722.8125,1043177.8125,917002.5,1264933,935200.875,656587.5,541523.9375,792494.5625,651408.875,575905.75,886129.9375,1288532.125,875943.25,647942.25,1204288.625,950538.3125,721939.9375
O00287,RFXAP,Homo sapiens,34164.55859375,41418.7265625,31068.890625,33367.890625,38279.1171875,34237.0625,36469.2421875,46040.609375,28702.2109375,40925.140625,51785.4921875,42310.31640625,40667.50390625,26826.970703125,41306.43359375,36427.5390625,33535.5390625,30703.0546875
O00291,HIP1,Homo sapiens,55674.4765625,38840.01953125,NaN,87697.171875,48320.16015625,NaN,46805.51171875,46470.53515625,46126.30078125,49181.94921875,36632.64453125,60812.55078125,100129.78125,87675.5234375,75614.2265625,102679.9375,87573.2421875,64230.765625
O00299,CLIC1,Homo sapiens,36730676,42369304,23421260,35138516,41075468,31036888,28830666,26832258,22700810,26539140,29053256,33923212,32133268,22666152,22016286,27334724,23313688,20387406
O00303,EIF3F,Homo sapiens,6889472.5,7021925,3765694,6077857.5,7876402.5,4527016.5,4805282.5,4388783.5,5671150,4498596,4514479.5,6800694,9369217,6856341.5,5574287,9181359,7153105,5658549
O00308,WWP2,Homo sapiens,235949.859375,222608.609375,268266.8125,218357.171875,296984.78125,182001.390625,303760.59375,338659.84375,342067.5625,324165.6875,307722.8125,422715.21875,281708.125,238354.59375,220754.640625,280956.09375,253329.109375,211031.734375
O00311,CDC7,Homo sapiens,24263.73046875,21167.83984375,21713.38671875,22125.580078125,31411.755859375,24399.60546875,28201.841796875,28018.921875,22224.646484375,25880.455078125,19407.83984375,20864.685546875,30497.12109375,23950.9609375,23467.841796875,32454.51953125,28896.333984375,21453.396484375
O00330,PDHX,Homo sapiens,651319.5,724754.75,612906.25,661046.5,792410.875,586602.9375,670513.4375,660156.125,649133.9375,683996.5625,686624.875,862658.4375,915195.4375,640447.75,574635.5,840859,680680.5,517762.375
O00391,QSOX1,Homo sapiens,885365.5,880003.3125,746725.6875,960914.75,1066262.125,657122.875,365690.3125,358944.46875,402358.5,344953.96875,377744.84375,428710.9375,471143.3125,421864.53125,396364.90625,509824.96875,419877.125,384522.84375
O00399,DCTN6,Homo sapiens,532848.125,608620.6875,639051.75,643267.375,763230.75,496692.6875,489325.46875,490934.6875,507614.6875,515051.28125,551490.25,653620.125,834190.4375,562989.375,552362.5,821508.125,665799.375,501190.34375
O00400,SLC33A1,Homo sapiens,927193.3125,1006447.875,654675.875,929440.4375,1149499.5,737929.4375,429084.0625,422246.4375,467605.8125,400710.09375,488120.6875,554810.3125,794471.4375,539361.875,643410.25,613801.4375,571742.125,505370.78125
O00401,WASL,Homo sapiens,626843.625,704297.4375,530395.875,595782.0625,770006.75,507741.5625,669386.875,694180.25,651257.625,627248,654118.75,776852.3125,854820.5625,636734.9375,588936.3125,849220.3125,687293.8125,604188.375
O00410,IPO5,Homo sapiens,4468148.5,4560671.5,3594208,3802380.75,4995705.5,2889160,4433414,3503481.25,4870597.5,4361477,4291816.5,6127624.5,5935608,4001018.5,3117044,5210067,4264198.5,3542081.25
O00411,POLRMT,Homo sapiens,460661.3125,469166.21875,397964.34375,443690.3125,546100.8125,333732.375,483460.3125,455484.625,524533.375,435337.8125,488842.125,599484.875,527622.625,402273.59375,374789.03125,522005,439365.59375,367762.125
O00418,EEF2K,Homo sapiens,222294.875,188492.53125,206598.21875,205434.9375,229262.828125,168483.8125,136499.515625,140310.453125,139397.09375,141328.40625,137506.578125,171041.3125,269344.71875,214662.75,201477.359375,249900.234375,216040.640625,170961.296875
O00422,SAP18,Homo sapiens,2065977,2183369.25,2113514,2261014,2751478.75,1432707.5,2060485.5,2133707.5,2398744.25,2371931.25,2123682,2588739,3077199,2450791.25,2214052,3103578,2653075,2110032.5
O00423,EML1,Homo sapiens,65193.16796875,80895.671875,NaN,83823.7265625,110914.75,54708.55859375,58863.75,62578.734375,77288.765625,54006.734375,65057.671875,104489.21875,68688.0546875,59473.30859375,53321.54296875,66922.4140625,60260.58984375,37201.5390625
O00425,IGF2BP3,Homo sapiens,32443.98046875,29768.21875,NaN,36295.2578125,20370.455078125,NaN,21215.625,11660.263671875,NaN,19090.0625,NaN,28517.677734375,110761.5703125,96260.5,94955.7421875,92479.828125,85846.84375,71322.328125
O00429,DNM1L,Homo sapiens,2762357.25,2918215.75,2240113,2488532.5,3182229,2023298.625,2735625.5,2587989.25,2995263.25,2610382.5,2754378,3736664.5,5028773,3969460.5,3354669.5,4983318.5,4249254.5,3395620.75
O00442,RTCA,Homo sapiens,684073.5625,845323.6875,535718.6875,684233.3125,877726.9375,436213.75,247487.703125,250139.140625,291733.84375,231161.984375,272870.125,389835.21875,907008.625,674898.5,584534.5625,833739.8125,733053.9375,639652.9375
O00443,PIK3C2A,Homo sapiens,617246.3125,674810.875,474492.09375,606115.5,731751.875,514125,728936,724791.4375,825184.3125,674619.3125,751514.8125,1002787.75,735360.875,567021.6875,537615.0625,654875.5625,653775.0625,528808.3125
O00458,IFRD1,Homo sapiens,103306.90625,126001.25,120964.6953125,113898.6953125,128459.109375,94315.46875,82869.28125,79759.7265625,110187.1171875,78114.6640625,80459.6953125,125515.6875,98865.625,72702.1015625,69606.390625,93752.8125,90911.6171875,79107.25
O00459,PIK3R2,Homo sapiens,87612.7109375,100778.4453125,87866.6015625,80993.9296875,105022.234375,74723.4609375,105499.671875,102946.1328125,94468.984375,104703.9453125,104004.921875,130880.390625,134521.140625,113398.40625,102158.6953125,123502.875,111170.1796875,88551.0546875
O00461,GOLIM4,Homo sapiens,40813.69921875,47764.2578125,59916.5078125,47325.63671875,57112.48046875,54376.41015625,59112.4375,53269.36328125,67397.296875,72531.2109375,67381.609375,79512.0859375,98546.1796875,68555.0078125,52227.6484375,83541.3203125,72793.0703125,66168.1640625
O00462,MANBA,Homo sapiens,326384.28125,348203.375,322742.15625,346197.4375,349177.09375,253886.796875,256687.8125,251751.34375,296360.96875,250456.25,233711.15625,320104.65625,251241.609375,214316.484375,190513.625,309492.5,244847.046875,229153.4375
O00463,TRAF5,Homo sapiens,39161.2109375,10300.541015625,NaN,40429.31640625,54408.79296875,NaN,63342.78515625,67672.171875,69352.1875,66286.6171875,48849.08984375,77510.53125,54928.328125,49107.953125,38486.39453125,40533.31640625,44883.234375,47583.140625
O00468,AGRN,Homo sapiens,226594.640625,230223.953125,167423.21875,223756.546875,262186.125,177493.375,176776.484375,176807.03125,171565.953125,167197.640625,180032.234375,230485.15625,275273.5,233014.265625,214042.78125,290751.28125,229279.265625,200893.40625
O00469,PLOD2,Homo sapiens,261240.984375,265402.40625,241463.609375,263540.28125,321214.40625,184101.765625,226352,200204.4375,203203.203125,228404.828125,222483.59375,278831.9375,1464441.375,1015092.0625,869566.625,1410829.875,1155101,843946.25
O00471,EXOC5,Homo sapiens,653142,642074.1875,551669,609275.1875,722623.5,501265.5,467920.15625,453640.46875,461104.15625,456103.3125,476868.25,612766.75,682908.4375,492332.75,457340.78125,627327.125,541962.75,442443.34375
O00479,HMGN4,Homo sapiens,206499.703125,162519.609375,246074.796875,161744.609375,266602.75,141964.953125,127636.78125,172379.84375,148710.46875,129561.578125,118016.140625,143250.515625,138234.515625,131782.578125,133994.03125,134945.3125,114541.71875,132646.078125
O00483,NDUFA4,Homo sapiens,4329548.5,4152229.5,2516531.75,3426722.75,4906752,2279857.5,4594652.5,4342629,4251988.5,3460229.25,3894229,5277784,4748617,3215857.5,3068915.25,4836985,3697734.25,2365613.25
O00487,PSMD14,Homo sapiens,8958397,8919647,7157407.5,7904606,10657410,4552173.5,6101973.5,4856221,6309223.5,5721636,5352139,8653256,9246909,6500223,5418388.5,8287745,6711420.5,5487272
O00488,ZNF593,Homo sapiens,362330.5625,351291.4375,275946.09375,361819.4375,440071.5625,273103.59375,363072.59375,339292.6875,292826.5625,344724.1875,394844.71875,435309.125,525372.5,387924.6875,378221.9375,590249.3125,433528.6875,287998.875
O00499,BIN1,Homo sapiens,294998.96875,317579.78125,254239.46875,316104.28125,375022.6875,265898.15625,364157.15625,411519.96875,NaN,431097.125,446123.1875,425597.375,349948.46875,220092.5,231608.09375,325190.5625,251606.53125,186352.921875
O00505,KPNA3,Homo sapiens,2735097.5,2858849.75,2378021,2489376.75,3006983.75,2048110,1986246.75,1861576.125,1943494.375,1821134.5,1954689.75,2382420,3680851.25,2771966,2613039,3299748.5,2919689.25,2649955.75
O00506,STK25,Homo sapiens,241713.453125,254011.453125,265667.6875,228246.46875,274362.46875,213824.609375,181152.765625,191407.03125,188712.328125,198865.96875,208232.078125,245911.40625,302020.8125,265138.96875,237477.484375,314977.65625,279239.03125,237113.671875
O00515,LAD1,Homo sapiens,1743887.5,1997496.25,1641375.5,1870304.875,2109066,1392741.625,1664979.125,1625033.875,1245906,1822030.875,1791057.5,1880238.25,2467113.75,1646303.125,1614254.125,2226049,1835252.75,1355785.25
O00519,FAAH,Homo sapiens,725979.5,794031.5,535772.0625,704307.4375,805881.75,449824,515273.96875,464521.40625,495276.5,440832.65625,542903.375,713819.125,692595.875,511664.84375,517697.125,676572.875,566555.0625,473161.40625
O00522,KRIT1,Homo sapiens,63059.25,71650.84375,55980.2109375,71767.046875,80365.59375,66568.5234375,65336.87890625,56710.91796875,55340.609375,62991.91796875,57274.890625,70151.4375,68765.15625,59980.11328125,49834.51171875,63006.63671875,56096.609375,52518.8359375
O00541,PES1,Homo sapiens,5251336,5392699.5,4348259,4959959,6337916,3974955.5,2273004,2078458,2174038,2048959.875,2256154.25,2780412.75,3688696.25,2829297,2865546,3659639.5,2986892,2505583
O00560,SDCBP,Homo sapiens,377376.59375,392407.0625,244540.484375,378593.34375,394907.0625,265460.96875,469442.46875,356174.9375,467051.34375,446231.84375,431757.625,548088.1875,472519.375,352722.21875,308679.90625,392836.375,385779.75,330285.84375
O00566,MPHOSPH10,Homo sapiens,471346.03125,488200.375,383819.78125,451072.375,550925.5625,358146.21875,498137.25,387026.875,435935.375,430827.84375,456784.8125,633677.8125,815815.3125,581084.6875,513689.09375,825099.9375,562170.0625,555052.5625
O00567,NOP56,Homo sapiens,1202996.25,1283338.875,1129939.25,1194884.125,1412754.25,959095.75,703783.0625,668182.8125,740130.9375,627935.25,751655.125,974702.25,1056935.5,858793.6875,793813.875,1085539.625,968657.5,779082
O00571,DDX3X,Homo sapiens,15005419,17111344,12043268,14875564,18630602,12524590,14172570,13870647,15843458,13975638,14925760,19145834,19638086,15414437,14330965,19452904,17031888,13709738
O00584,RNASET2,Homo sapiens,137689.734375,156550.96875,161653.734375,153729.796875,165168.578125,136221.078125,111803.40625,101805.296875,125760.0390625,102055.2421875,88727.390625,105283.359375,287474.59375,176880.59375,159395.546875,250763.578125,255533.53125,182052.40625
O00592,PODXL,Homo sapiens,647549.3125,98992.484375,559660.4375,545110.4375,611150.1875,453371.875,464384.3125,303517.40625,NaN,339480.34375,404087.4375,455093.84375,437712,465475.59375,416551.1875,320558.15625,396950.28125,365927.4375
O00625,PIR,Homo sapiens,1217148.875,1375589.25,1352030.25,1368702.625,1589686.625,1117260,986672.375,1053525.25,1159119.875,1122774.75,1083827.25,1375597.625,1316166.625,1020547,1039379.125,1341708.375,1256334.875,963555.375
O00628,PEX7,Homo sapiens,129330.1328125,136912.921875,121558.1328125,110266.9609375,145625.671875,109454.8203125,97734.375,96643.921875,NaN,72847.2578125,82439.6484375,101451.34375,95628.1171875,87770.84375,78277.8046875,123604.6875,98428.859375,NaN
O00629,KPNA4,Homo sapiens,2878609,3652161,2019487.375,2460598.75,3177834.25,2027310.5,1632579.625,1620663.25,1243641.375,1542799.375,1776036.25,2091192,2164388,1783776.375,1882078.25,1970568.25,1724531.875,1623466
O00712,NFIB,Homo sapiens,64661.46484375,60918.62890625,61490.34375,65054.2734375,35155.12890625,51320.02734375,60037.1796875,42320.51171875,41253.02734375,37140.72265625,43633.25390625,69514.6328125,54117.53515625,46773.08984375,30540.609375,28615.58984375,23949.8515625,NaN
O00716,E2F3,Homo sapiens,12897.5166015625,16430.19140625,10650.6962890625,15210.783203125,18119.89453125,13745.5751953125,8962.068359375,9636.8232421875,12009.98828125,12819.44921875,10236.251953125,13203.2841796875,18126.162109375,13293.109375,9336.5615234375,17773.439453125,16575.337890625,12669.1328125
O00743,PPP6C,Homo sapiens,2026889.375,1939677.625,1734189.875,1815004.875,2321887.75,1140598.125,1782445,1642037.75,1730659.5,1745913,1764593.5,2453011,2383560,1879938.75,1744466,2337792.75,1940250.125,1709575.625
O00746,NME4,Homo sapiens,254880.046875,70388.8203125,457538.3125,61581.07421875,65808.3515625,470900.6875,NaN,NaN,NaN,92252.59375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O00748,CES2,Homo sapiens,20391.548828125,21677.21875,12711.1826171875,17862.296875,26381.607421875,17812.373046875,11759.34375,18164.20703125,18037.4375,16775.587890625,15403.736328125,25256.8984375,6291.154296875,4826.97607421875,6175.65478515625,9397.501953125,8125.87744140625,6545.9140625
O00750,PIK3C2B,Homo sapiens,453163.09375,470051.1875,297179.46875,471022.5,555199.3125,312486,172173.53125,176092.125,242729.296875,155664.5625,188192.609375,262946.40625,522960.9375,406117.90625,383981.78125,478440,451177.125,342732
O00754,MAN2B1,Homo sapiens,521521.5625,543109.75,458781.65625,497752.59375,588268.75,368540.34375,357967.34375,300280.15625,379092.90625,329949.90625,360529.375,497905.3125,565447.875,404564.9375,367228.4375,569767.875,466190.625,355873.59375
O00757,FBP2,Homo sapiens,8193701.5,6075066.5,2514371,7875381,8984676,6280222,11452936,12892493,14265424,15396211,19059644,8451934,2594692.5,2690216.75,2919050,2799326.75,2678455.5,1910364.75
O00762,UBE2C,Homo sapiens,771935.25,853682.5,508131.4375,734120.375,968640.4375,555800.125,744663.6875,669053.0625,799778.875,580171.4375,668309.875,915471.75,850708.25,707628.0625,615750,854757.1875,727652.6875,552890.875
