"","LTED_0_rep1","LTED_0_rep2","LTED_0_rep3","LTED_10_rep1","LTED_10_rep2","LTED_10_rep3","LTED_120_rep1","LTED_120_rep2","LTED_120_rep3","LTED_2_rep1","LTED_2_rep2","LTED_2_rep3","LTED_30_rep1","LTED_30_rep2","LTED_30_rep3","LTED_5_rep1","LTED_5_rep2","LTED_5_rep3","LTED_60_rep1","LTED_60_rep2","LTED_60_rep3","TAMR_0_rep1","TAMR_0_rep2","TAMR_0_rep3","TAMR_10_rep1","TAMR_10_rep2","TAMR_10_rep3","TAMR_120_rep1","TAMR_120_rep2","TAMR_120_rep3","TAMR_2_rep1","TAMR_2_rep2","TAMR_2_rep3","TAMR_30_rep1","TAMR_30_rep2","TAMR_30_rep3","TAMR_5_rep1","TAMR_5_rep2","TAMR_5_rep3","TAMR_60_rep1","TAMR_60_rep2","TAMR_60_rep3","WT_0_rep1","WT_0_rep2","WT_0_rep3","WT_10_rep1","WT_10_rep2","WT_10_rep3","WT_120_rep1","WT_120_rep2","WT_120_rep3","WT_2_rep1","WT_2_rep2","WT_2_rep3","WT_30_rep1","WT_30_rep2","WT_30_rep3","WT_5_rep1","WT_5_rep2","WT_5_rep3","WT_60_rep2","WT_60_rep1","WT_60_rep3"
"EDC4_Y420",17.3813543477955,NA,15.9399342330154,17.2598844223885,NA,NA,15.7478429991186,NA,NA,18.9920325751948,17.0817407626451,NA,15.343293836229,16.2294847801948,NA,14.7573809829693,15.9264405933391,NA,16.0279241663233,NA,NA,14.9013632957519,15.9425195739295,16.3896384396418,16.4408283306243,NA,17.5489492438515,16.3780585902144,NA,17.0400958051654,NA,16.709678437224,NA,NA,17.4649884810848,17.0997963789066,NA,16.5160777010669,NA,16.3979002164531,17.0568333369227,17.6854843215913,NA,15.7956069846865,NA,16.4190452564997,16.9798874097534,NA,16.1123060955407,NA,NA,16.7257182900494,NA,NA,16.4125082825415,16.2988257765303,NA,NA,NA,NA,15.6202038187267,NA,NA
"EDC4_S486",16.2747640133628,NA,16.5552514937775,NA,NA,NA,16.3586030060231,NA,16.848949600096,16.9030878778009,15.7570818930603,16.5731011066943,16.2326087964679,15.5133612890143,16.7493830094927,16.4045215237767,15.8312348617243,16.5166209641961,17.0478194532638,14.596213969352,17.0459228973592,NA,15.4744889480845,NA,NA,15.398606122753,NA,16.4989059806407,13.4733474719497,16.5330490985816,16.5804168815346,NA,NA,16.4811665178259,NA,16.1385981077175,14.6371767989635,15.4093331690394,NA,NA,NA,NA,15.5310222254476,NA,NA,NA,NA,NA,NA,13.9561993759689,16.340490495888,NA,NA,15.9937735604408,NA,NA,NA,NA,13.2204511206489,15.7231499316555,15.4248802591954,NA,15.8275942006644
"EDC4_S1389",13.4611218498411,NA,NA,NA,11.6802735887742,13.0438912578389,13.5850594371903,NA,NA,NA,NA,12.9509966369447,13.463324995517,NA,12.5577953991992,13.2697151677288,11.1460401648738,12.9069771177712,13.4472202235418,NA,NA,14.5481251431029,13.1047034048341,14.7279151242486,14.7129516001171,13.6939122993513,14.9526379638643,14.663565062257,13.6053025914055,14.5991663560077,14.9122201798013,13.6443373701455,NA,14.7855004889381,13.290014291438,14.9674559864126,14.7810687216296,13.1506684392678,14.3232802246793,14.4280803177347,13.8267261619388,14.5253384998625,13.9774729791821,13.5812889814492,14.4730830858906,13.8771430137224,12.4705129455959,14.115075971348,14.2096748455757,13.6314629164477,13.6339158135048,13.6552171565925,NA,14.4099637047856,12.6993963397352,11.9768980050962,13.9138150056881,13.8379414588762,12.9753505483954,14.1196990023524,12.8016501185188,13.900772896826,13.8822596399672
"PRPF8_S2079",14.1498581981247,NA,14.0868029145781,13.9557605439691,NA,NA,14.2609191043127,NA,NA,14.9000517385497,NA,14.2560883028484,14.3062988591506,NA,14.1988179399564,14.2696499702506,12.9659858580475,13.7881486266833,14.3143376885737,NA,13.8868251373642,14.2687658830553,14.079367233606,14.0026359209627,14.1009327248195,13.9024007819099,13.8409917182659,14.3726667911813,NA,14.3309794988164,13.5879572633579,14.2078644716732,NA,14.2599091193939,14.0135892817958,13.9883769273009,14.0232447351698,NA,13.7022410515323,14.7681142706688,NA,14.148461741933,14.2711841113103,14.1853451188876,14.2542103574783,14.0726567521426,13.8479306482364,14.0178014065579,14.0965711277151,14.0070730743226,14.1190058111399,13.6483564204216,NA,14.2968042651242,14.3503761721527,13.9683360855728,14.014632611444,13.8836181099608,14.1749357627778,NA,14.1358484601693,14.2028643451255,14.33729038127
"DENND1B_S652",16.7530786418567,NA,16.6032508542977,14.7739953328707,14.3545009288749,15.943561781962,16.6123178020802,NA,15.2050647247447,NA,14.6223755143778,16.3995414981723,16.4365125399731,14.3443106014603,15.9564460965683,16.6032770855337,14.3935593098097,16.3371015758247,16.3939884625372,NA,15.381214074194,16.4053916673624,14.4928857108848,16.2550585791243,NA,NA,NA,15.0313334095586,14.4600337449681,15.1610687861514,14.871525757813,NA,NA,14.4912101937717,NA,NA,14.5848127601328,15.0331339938354,NA,NA,14.4062971916237,NA,14.9089968437421,15.0428526199038,15.5765717600579,NA,NA,NA,14.8171191876582,NA,15.3667910470352,16.0133317979399,NA,15.75885289821,NA,14.538546468352,15.3853948882098,NA,NA,15.5749120894891,NA,14.7097629290388,NA
"DENND1B_S596",15.5426306839559,16.0745365847177,16.0613838018914,16.5835961988903,17.1204778973698,15.9726382743892,16.3248990652712,16.6087905987702,16.0328861422679,16.9712046596214,15.5784760607418,16.3639424027075,16.866461670076,15.2371730429169,16.2941628968321,15.3216882481678,16.024554221532,16.4977157029084,16.8043589023937,16.8015920580802,16.1175601762002,NA,13.868964224064,15.6836295471087,15.6061753845152,14.2700571557112,15.901586460187,NA,15.9314567707811,15.5339611317707,NA,15.7689482199929,16.3710966950657,14.7763540182297,16.5441425676823,15.91027281764,15.1607846061372,15.2374024096586,15.360370311635,15.8364716803303,14.6055139921123,15.8930508686784,16.3329360939992,15.9678754088477,16.4928626257024,15.9188146471172,14.9703679667351,16.6925143456223,16.3993551675816,16.0688244868203,16.3816955345688,15.0151581994693,16.388364657601,16.7952414482676,16.5237832413116,15.9180968005751,16.7255409962753,15.4616295336483,17.1401517737253,16.7150766880882,16.2586779068679,16.5337256618159,16.5259822446371
"DENND1B_S590",15.0717688535776,17.2273104400298,17.0501077556167,15.4906717818876,16.7735702761193,15.8553041557137,16.1419624376433,17.2479279919993,17.1567073433574,14.6090673602586,16.3248520728229,16.5093207830872,15.1773670855007,16.6615116590343,16.7132755559057,14.1675747138153,15.8944600019376,15.6564548862164,15.5469354185362,17.1092684011155,16.3296731907701,15.7161899612761,15.7534267680594,15.9912586671723,14.4701505332536,15.6305621991992,15.1752204503471,15.03295599077,17.0952918303074,15.895360586647,NA,15.1485947765388,17.8477337843062,14.8798169411527,16.2503252218175,15.4844503266563,NA,NA,NA,16.4016490481312,15.7237535252285,15.6493744298969,15.7094107305995,16.4718585800239,16.464642414782,14.8952937447505,15.7864837045192,16.620906315907,15.3325288475866,16.9549606831932,16.7638979043623,14.1216824196727,16.0709029931295,16.2814062887043,15.9570884015484,16.3940326734477,16.7082218458103,13.8889708652701,16.4182159089569,16.1774676352232,17.1379501412048,15.6377691863583,16.7031972447321
"DENND1B_S711",NA,NA,14.8480709216987,15.6376735889589,NA,15.1126594828976,15.5204069036478,15.2825459422446,15.5198997459008,NA,NA,NA,16.3387705515384,15.7580861029324,16.1128387815556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8111693503422,NA,NA,NA,NA,15.8608243777882,15.6964587347567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2279535512863,NA,NA,NA,NA,NA,NA,NA
"FBXO42_S488",18.2815579263692,18.1642395475218,18.5549408766816,18.3484319837237,18.188464036111,18.033132670164,18.4241783682339,18.0203869217145,18.4158623143825,18.510356800671,18.1956096620191,18.4011922590506,18.5013746503964,18.0335812434539,17.994274342144,18.103135991918,18.0512914800101,18.3823557966407,18.3755452690631,18.124118593578,18.2649595519452,17.9232582903057,18.1002810694293,18.7976653179993,17.7125257138785,17.7124852691144,17.7942735592193,18.0891142866084,18.0348316592427,18.1511843209918,17.6175627827572,18.3487694133001,18.4113504005869,17.3285839120722,17.9825614929149,18.0026040042626,17.6765014229385,17.8042233320062,17.7947534204132,17.9286330279685,17.5305105760237,17.8528743497282,18.4464286622927,18.1601378126313,18.3381684540327,17.860037388076,17.9158704524787,18.3774629083876,17.9622585277227,18.7196888959263,18.4681525673499,17.5707433332243,17.829984176117,18.3978278152364,18.14899214206,18.4321887991258,18.3660654153468,17.4376168826473,18.1894968154254,18.3442856256034,18.4302997478818,18.28426102229,18.5740229785011
"FBXO42_S365",16.6286612633115,14.8797176095346,16.7597777535488,NA,NA,NA,17.108319438095,NA,NA,NA,NA,17.2653396754754,17.72264448815,15.7853212905833,NA,17.5164983097917,NA,17.5897197615623,NA,NA,NA,16.3406421075454,NA,NA,17.8271206314933,NA,17.9956274215351,16.7239462106856,15.32240073321,NA,16.9095259460586,NA,NA,17.4646995121054,NA,17.5204128186229,17.3426339977717,16.3383867955557,17.6183669350025,NA,NA,17.3182269736916,18.132896156952,15.6383605743628,17.5406527896334,18.3236046711588,NA,17.8564897480598,17.6719724394944,NA,NA,18.0108236853321,NA,17.5157608474029,NA,16.1703888258355,17.6645328635059,18.1984837115337,NA,17.8252469642272,NA,NA,17.3585393305066
"SCYL2_S677",17.4688676089753,17.2162626278913,17.5033568353804,18.0148797813476,17.5499001754488,17.8198850433051,17.4261399893457,17.2074819515009,17.4401201702327,17.2240179169129,16.7614091375592,17.3902405589382,17.7162839553286,17.4647923360642,17.6826184079098,17.6606396308122,17.6049596316726,18.0724838765748,17.6505165698103,17.5237010853593,17.8949431945814,18.4486638846044,17.8432774269256,18.2883469368809,18.7019288936447,18.5508431686758,19.078282839872,18.6259033175793,18.157546754046,18.1321948678741,19.2787661972172,18.5401679953211,19.2214028116835,18.7315312162481,18.435294671881,18.7565851139835,19.5036936024616,19.3306860824319,19.5292286364183,18.6533049968318,18.341769516936,18.3976008588131,16.4270296935097,16.7215638057768,16.5592599181654,16.7941737679617,16.7572117974414,16.783326405626,16.8238918997861,16.4674435567073,16.3138487595148,16.0046395805396,16.6414773918342,16.8814715433828,16.6789385887184,16.4295856320379,16.5483520780294,16.6257219962629,16.8156659634962,17.0212909714704,16.518235992386,16.6407035269691,16.8715399776529
"SCYL2_T708",14.3121897147603,NA,15.9446102453408,15.4934429469343,NA,15.8745989441115,14.7646146811028,14.9816040190933,15.5099098808345,NA,15.2785522922202,16.1002273949558,15.1452320492645,NA,15.8371996913557,14.3372876204897,15.0313807604635,16.0271394959271,14.6969951725631,14.6189938105711,15.6832858900801,15.3102080889081,14.4331968673604,14.8483314118666,13.3384032988976,14.4587494405419,14.895302733453,15.4380064353673,NA,NA,13.6232359976504,NA,NA,16.1850354951344,NA,14.6529427135856,16.7024055199736,14.1372575933318,14.6982339246731,15.6100474967464,NA,14.0828805042835,NA,NA,15.2045873993462,14.393542276216,NA,15.7906709171866,14.645644694798,NA,15.5230181224324,13.442638825932,13.775842867995,15.8765143740001,NA,NA,15.6782683757563,NA,NA,16.0616969779437,NA,15.1340791151158,15.888069686046
"MTFR2_S328",14.7435075335408,14.7219078039857,14.8732451203027,14.3846784425565,14.5752175875394,14.4323581237987,14.4613689356761,14.5804417654152,14.5615054334602,14.6103277221266,14.6257443240303,14.6688658587198,14.5625325882814,14.3486897525267,14.6897238829531,14.5325403292908,14.715083988823,14.5772555677396,14.4708179296947,14.9353250139319,14.4498755805785,12.7920743256286,13.1619439902032,12.9567318418964,12.8111193772424,13.2173973734334,12.5163919277545,NA,13.0336735205522,12.6965942039254,13.3670892067074,13.6437293845225,NA,12.6269732402416,NA,12.2730931367374,13.527888289428,13.3005510107545,13.0409051920741,NA,13.0183474278265,12.5603592281707,13.1655005578374,14.5320658378917,13.9358313208771,12.6943674970397,14.2133673393387,13.6525759909338,13.426852145681,14.3991139243693,13.7727220527067,13.2187318413707,14.0164558905208,13.7939653039325,13.0339454227916,14.3243792418043,13.9250647630878,13.339720367331,14.3094310998155,13.9007245700264,14.3437487905567,12.9732555246056,13.5073922758922
"MTFR2_S305",12.7563004035594,15.9989996382057,14.6046508408779,15.5360643523986,17.3393846796603,16.1654075315395,13.8533670078591,16.5730893464608,14.8411002208766,NA,16.0177590959531,14.7872340493606,14.2938324263098,16.9388443513764,16.0287011544374,12.9832860239627,16.8837890227384,15.8752401938634,14.3817034625175,16.8278912742876,15.711496243501,14.5664014122716,15.3560104505292,13.8955131435132,16.2516767395394,16.7932433802846,15.3664209650474,14.9614136093197,15.4216555786714,14.164576926763,15.9507830069723,15.3366593434484,NA,15.5083364029111,15.9739200328779,15.0840889744489,16.376265816622,15.9367368784706,14.7746881148207,15.8072107920859,15.4190287849921,14.7887878388303,NA,13.0811213371409,12.6484839055346,13.2851460982261,15.0747517313285,14.7054389048979,12.4572259606443,13.8192745181333,13.630995407798,NA,13.2482581013875,13.1000432027073,12.682129592648,14.5453340572943,14.0982747702962,NA,15.1751402661014,14.4859391495757,14.7363899447429,NA,13.8113303584578
"MTFR2_S291",11.6213954433611,15.4954878094328,11.8600176784883,15.1178028795509,15.9014423686311,12.2562070768162,14.8519281241756,15.7296376760304,NA,14.7062662606446,15.2783894822701,11.9143523426695,15.3777884938328,11.848725072441,12.2346499409006,14.5779441567113,11.8863954885166,11.869784516481,14.8553972158525,15.3532658671543,11.8573873699668,14.3437282687243,11.18693240808,NA,14.3274893505277,15.0604548379278,NA,NA,NA,NA,NA,14.2936732655391,13.9560754264578,NA,11.5044195425312,13.92944122628,NA,NA,NA,11.7631289705962,14.732775668331,11.7509264071917,NA,15.4694313230098,11.9175127004223,14.8797708882659,15.5584575063289,11.6955131542984,15.2740051038842,15.9091659415364,12.1516123005219,14.6567478483907,15.7758970680498,14.9438639194744,15.2973525911495,15.7496629848619,11.9344398743036,14.3615535140859,16.0510302688547,15.3120490005823,15.8354781772935,14.9169155886741,15.6638448893147
"GOLM2_S366",18.3910107207743,17.880386335325,18.1487714334021,18.3511476167473,17.7999668219611,18.1654592573367,18.4721650924674,18.0062580504517,18.1146845884436,18.3361588091433,18.0345445145447,18.1421505371038,18.5258027074865,17.8635280862617,18.2424433962767,18.2208626073475,17.9319886152874,18.1623022992363,18.4093863379863,17.8937905000953,18.1141301327091,18.3984189632745,18.1349252308415,18.6342202102168,18.1823833081348,18.0191396866204,18.4090679125047,18.4414105153188,18.1017003460598,18.5754760280079,18.2949542074768,17.9698667371457,16.6051810902478,18.2745375036248,18.0318163009558,18.4945368360278,18.3427462230485,18.1199967788274,18.6375994524095,18.3277080479883,18.0866000558528,18.582099007688,17.0394313912,16.0393093550867,16.2413993591088,17.0117984125717,15.8378767268612,16.1734077464126,17.2496625651834,16.0644128641294,16.1551374213207,17.0383527931475,16.0244686272321,16.2838858408859,17.0837551149961,15.4405631356483,16.2492554591911,17.0499524113057,15.2205208740803,16.1298051400425,15.8665136159845,17.0552112365092,16.2926662268342
"GOLM2_S374",13.7564875028853,15.2645564995702,15.0356384888173,14.7265915903013,15.2539558543228,15.1481164361741,14.6542279093452,15.3752745898248,15.0906121878925,14.6921342116703,15.8404618011896,15.1622616836787,15.0049767275212,15.6115901015101,15.286624539381,14.3222730934207,15.6931659768542,15.069006553781,14.8031210448272,15.4914473874734,15.0032934836726,15.6043184952908,16.4970304756467,16.1567109620454,15.6344559331444,16.3606013836846,16.2028498754526,15.9711614130634,16.4554630275228,16.5284489014351,15.9875782117945,16.2538650082023,NA,16.0443801180424,16.6577795996273,16.2065194469363,16.0921294267492,16.5012510887818,16.4792922817146,15.7901851017315,16.4154538618351,16.1548765082874,NA,NA,NA,NA,13.5368090063449,NA,12.9816667987731,NA,NA,NA,13.9654192358657,NA,NA,NA,NA,NA,NA,13.8324479442051,13.355129882952,NA,NA
"GOLM2_S328",NA,NA,NA,16.7196929571123,16.6352471460282,17.1550685501142,17.7004949902293,NA,17.5876744716837,16.6333815785469,17.1892629595817,NA,NA,16.6295224029588,17.3368821719175,NA,16.0732393812913,17.589851394303,17.6884585626484,NA,17.3526047346126,18.3314194796335,17.6138615986153,18.1150058664493,18.1436350505979,17.5890106550167,18.4314564340728,18.4969594271047,17.6445216223585,18.7940041397981,18.5930450559123,17.5421305936939,17.3830760799298,18.5161713757993,17.5919406566692,18.5191349553051,18.3881981905043,17.994041136686,18.6148164123276,18.498293267327,17.5989288644314,18.5449303904231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6021079756847,NA,NA,NA,NA,NA,NA,NA,NA
"GOLM2_S233",16.7623812796593,NA,17.6172677649409,17.2990295279989,17.7375933576069,15.9095992176703,16.9207454108101,NA,17.0160415910836,16.9342155273629,NA,17.1938047754812,15.3009876155369,16.691725004891,NA,NA,18.3083786515217,NA,16.8779659772632,18.4631063116953,17.5033198732917,NA,16.9784039190875,NA,16.5585887821706,NA,16.7695581215591,16.8649395141823,17.158877614125,16.5588454052717,16.9691214735187,16.7013681903747,NA,16.4064932330956,NA,16.645441670984,16.7651128863609,NA,16.7038696237989,NA,17.2932124288163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARHGAP11A_S285",17.4282609875497,17.8540129741488,17.3694690734317,18.6049315842066,18.9928514818584,18.2803359144351,18.1998736688018,18.3899188073839,17.8653262655199,17.3508619554307,18.0772225996557,17.491334798281,18.5466281459603,18.5260760161293,18.1779138914859,18.3830531429312,18.6577819057663,18.0425213300901,18.4782632659683,18.4863278007213,18.1018024794462,15.2041028544358,15.9206298787502,15.6635713142606,16.0226937067947,16.6399658544079,16.480904251347,15.3504141035076,16.0033123500159,15.8646458966306,15.5313537142373,16.1885050245765,NA,15.786522902598,16.7205265566584,16.1739979265139,16.1313480263674,16.741662700109,16.3655957824216,15.5636206855626,16.4614325261452,16.2371162238544,16.6034136798449,17.4316554993645,16.8466330688041,17.6234527702505,18.2547995297011,17.8306105818204,16.9449168277651,17.8025661377341,17.0770217589249,16.8051602560323,17.4760069044709,17.2908735278373,17.1955063477593,17.978685709609,17.4795964461855,17.1529232625935,18.1571206140812,17.6671885730598,17.9193817674889,16.80624612464,17.1527946758376
"ARHGAP11A_T323",15.5705684580409,16.3974053137635,15.6264281040888,15.458506613897,16.1099320660672,15.4571712347759,15.6632684469699,16.3896156496929,15.6622829275227,14.8731783151357,16.391577133389,NA,15.4185328423917,NA,15.6020389375859,NA,16.2153132691759,15.3618732434254,NA,16.1161618511596,15.5620516273136,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0996993991831,NA,NA,14.5791399599841,NA,NA,14.2892804081069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8692268006076,NA,15.5648190711591,NA,NA,NA,NA,NA,15.4008851007474,14.9551234999774,15.7803935647545,NA,15.0430397533436
"ARHGAP11A_S318",15.5705684580409,16.3974053137635,15.6264281040888,15.458506613897,16.1099320660672,15.4571712347759,15.6632684469699,16.3896156496929,15.6622829275227,14.8731783151357,16.391577133389,NA,15.4185328423917,NA,15.6020389375859,NA,NA,15.3618732434254,NA,16.1161618511596,15.5620516273136,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0996993991831,NA,NA,14.5791399599841,NA,NA,14.2892804081069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8692268006076,NA,15.5648190711591,NA,NA,NA,NA,NA,15.4008851007474,14.9551234999774,15.7803935647545,NA,15.0430397533436
"ARHGAP11A_S675",16.1140004724712,15.1773899858903,NA,NA,NA,NA,15.3885201062427,NA,NA,16.1999941203298,15.0360858899256,NA,15.8153656958073,15.2278728174603,14.1602137418266,15.5954898844118,15.0708549737014,14.1664319816229,14.6731092915983,NA,NA,NA,NA,NA,NA,13.975951932562,NA,NA,NA,NA,14.6950493738546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4540950834793,15.1447158012127,15.1630598076507,15.3780855101309,NA,NA,NA,14.2165254916919,15.075011787937,14.0281707839102,NA,NA,NA,NA,15.4198815148738,NA,NA,15.1526499084672,13.9260516006231,NA
"CNNM4_S764",18.3605828844283,15.5209760928554,18.9500431205655,19.022358443641,18.2595237743158,16.3388001340059,18.5411628717198,17.9477548329702,15.8487172332277,17.7931333937214,17.5341133481348,18.9016674412253,18.3361881723745,17.852944331384,19.2253273359123,18.6270718104465,18.2048228358677,19.4719109305235,18.122053066264,17.1970209329383,19.3620473387303,19.2323024520336,17.9030944584284,18.9246049814286,19.8821393586229,18.904104502294,17.2212669536638,19.3894480720697,17.9591724526619,18.7817233649106,21.0748648091883,18.7702539510404,14.6166764438968,19.7410703358356,18.567496361747,19.5576273800699,21.200653185945,19.5874180584452,20.5768870481671,19.5455953357621,18.3286088175495,19.0047457574777,16.5681717779806,NA,13.7374316449534,15.2572465311548,NA,17.7129794845793,17.4450928307489,13.8308912026501,17.6508974682036,16.9633612707365,13.5155633782242,17.7344912339187,NA,16.0678216517144,17.4336304314092,17.943515955514,14.8106660073784,18.3894816810894,16.0260029460575,17.5635516498375,12.6564662310367
"CNNM4_S660",16.674492840979,17.2398413692259,17.3756959640317,NA,17.31893630437,17.622260595649,16.1219351883156,16.7503291692637,17.3240481805153,NA,17.5951232674121,17.3632839605252,16.7842624192741,17.689169992098,17.4343782699895,16.6946088225474,18.1235617447906,17.8069934707133,16.4242664294634,17.3705835863845,17.5478650350689,18.4241234336721,19.8750928774111,17.5183762267814,19.0379375777446,19.289791709442,19.1396161451049,19.1181510815415,18.9947558105355,19.0986955374522,20.1922556379395,19.8796696618768,18.9572483170943,18.7985559085347,19.1592811621423,19.0044457315143,19.7730050086909,20.0924138247805,19.1960574890182,18.2972333635968,19.0291821872292,19.1229855012183,NA,16.8371007073637,17.6209404810687,NA,17.3112666225356,15.9225468648998,NA,17.1051687839633,17.4589341929462,16.199580084131,17.9318716280726,16.7538951534207,NA,16.5610340681499,16.3746865886614,NA,18.0215555432438,17.4493611644847,17.1402170918916,NA,16.8756142191097
"CNNM4_S664",16.1610315100837,16.3483010013875,16.7766716924542,16.0268661483256,NA,16.9388294021,15.6121012817089,15.0548444778605,16.7754621000375,NA,16.9532137966326,17.1646336436998,16.2927620978733,16.8770776061776,16.9795817163499,16.4934107865156,17.1515379757003,17.6903272757994,16.2301561974961,NA,17.3086920196811,18.75846769975,18.8566763318424,16.9610106208502,18.8594182280464,18.6078828779706,18.8610039479869,18.9691385281698,18.1264650084311,19.0576829371926,19.9765878444934,18.7985005489154,18.8851664798624,18.8621571243595,18.4525383676316,19.0580683160422,19.8936005715186,19.4406510036896,18.8926347772273,18.4959558095246,17.8871235358675,18.7818392188291,16.1106047210579,16.4809267340528,18.0496875154763,16.6544782196127,16.4723270224082,16.0542382291402,15.633710970202,16.3857086161215,17.8576319548082,16.268068777396,17.7511182176625,16.7539765021882,16.3804118048288,15.4419630967424,NA,16.5306401852294,16.8385388476482,17.111732850127,16.385135603996,16.5965972041322,16.7675186659843
"CNNM4_S728",16.1782606855913,15.9723906478383,16.2247415418777,16.132872583991,15.7299761740218,16.4444414071664,16.1891071860841,15.8660211715796,NA,16.0637235340786,15.7319631935223,16.4357851719405,16.1602437241676,15.3814870972265,16.3303473781693,16.1270876814111,15.6742873520156,16.3753292647925,16.3630644660617,NA,16.4155019020207,17.5258117791514,16.9949805905969,17.4691594386694,18.0710860129594,16.8509498916588,17.7463523609877,18.0381106462253,17.0568604396062,17.6145841482779,17.6684756038287,17.1877379784541,NA,17.8167889679309,17.236381640048,17.7921456151126,17.8128196749604,16.6273066358971,17.279060379888,17.778119746262,17.1476002359279,17.4255299478276,16.861640274833,16.8288950534999,17.237911498049,17.2171959081617,16.6198503165811,17.5478861852546,17.5939615378197,16.5404036610577,17.1898739111381,17.5477209282046,16.997103224161,17.4945293264167,17.5060954732199,16.9147210474612,17.8441063386591,17.4086346542397,16.8701217536686,17.4887872306457,16.968032195382,17.6057463641269,17.1929445038829
"CNNM4_S652",16.2945306386512,16.1463839299793,17.2241975822867,16.3674193642378,15.5764632040219,16.6706055996157,16.4642767284702,NA,17.3367159651931,16.311883301921,16.0283323666765,17.2730003448228,16.1939779358971,15.9420479811349,17.1981119205711,15.752365073688,15.8447866662724,16.6964528413633,16.808654468274,17.2831361821342,16.9766514246869,NA,NA,16.326588735676,16.544774371376,15.3018024604598,17.2883692199899,16.1041781296808,NA,17.2192516475868,14.2256062619847,NA,NA,15.0800752171177,17.1016425134294,15.482165214296,NA,NA,NA,16.5928737218678,NA,17.2048162723232,14.1111105045575,15.7298024404518,16.7639154196094,16.9109130228968,16.1201975037423,17.0114655028545,16.2296938910687,13.9047208157481,15.9492217805236,15.9431011320515,15.9289667813664,16.8853822952369,16.605328029507,16.3043626107611,16.2735276807666,16.3945010542337,14.4061217181095,16.9280302290946,14.7931730185252,16.4411936186433,16.8388439302008
"CNNM4_T657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7474662226386,NA,NA,NA,NA,NA,16.5464715402906,NA,NA,16.6910845316349,NA,NA,NA,NA,15.2344169778379,15.9827779910201,16.1722944661897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CNNM4_S547",NA,NA,NA,NA,NA,12.2784857695558,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5816000771343,NA,NA,NA,NA,11.9522487774632,15.6587658496927,13.8326379315596,14.7810154377635,15.1656559682733,14.3265526260946,14.9194532222789,15.5311143349295,14.3816261747866,14.8989637078208,15.5791684575107,15.1564240921416,NA,15.3244889797121,14.2219870690527,14.7281538674433,15.2195697763042,14.2889899430187,14.5027272149408,15.6034963930121,14.4625725302181,15.0288433698195,15.142040198853,14.2218444329514,14.3860402717206,15.1051815055642,13.9453013281802,14.5060654297678,15.0699790272744,13.9048537564236,14.2871429150755,15.4802847429661,14.0512352192715,13.9548159715137,14.9777177620171,13.8214856890998,14.2861646691558,15.2148801785439,13.5093575114696,14.7644939099407,13.9410612633819,15.1181054986225,14.3382467445403
"CNNM4_S512",NA,NA,14.8445082218507,NA,NA,14.6733738189994,NA,14.7712955959188,NA,NA,15.0242597223951,14.6522009098325,NA,NA,14.7923294254112,NA,NA,14.5166245853628,NA,NA,14.7574003889547,15.4149948322515,16.1081748852596,15.0851670095793,15.9560527281869,16.0421441165383,15.3895952405765,16.5797808821045,16.0282206150291,15.8728034049075,16.2209310117188,15.8788296264036,NA,16.3063185412785,15.9333909331805,15.4215812907591,16.1105633044269,16.0680305965648,15.1292927776024,16.2321531461896,15.9915242404668,15.779332332421,NA,NA,NA,NA,14.7673874282435,15.0154301993649,NA,NA,14.7846405268397,NA,NA,NA,NA,NA,NA,NA,15.1542652016976,14.890306071244,14.993853428985,NA,NA
"CNNM4_S520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6618793379643,NA,NA,NA,NA,NA,13.7588131054883,14.6255933335523,13.4015232144925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
